Site,Transect,Species,cm,rugosity,Diff,COT,
V,3,Carbonate,245,,6,,
V,3,Porites rus,255,,10,,
V,3,Carbonate,285,,30,,
V,3,Porites rus,356,,71,,
V,3,Plerogyra,369,,13,,
V,3,Porites cylindrica,386,,17,,
V,3,Carbonate,390,,4,,
V,3,Porites rus,392,,2,,
V,3,encrusting Sponge,405,,13,,
V,3,Porites rus,442,,37,,
V,3,Carbonate,475,,33,,
V,3,Porites cylindrica,550,,75,,
V,3,Porites rus,571,,21,,
V,3,Macroalgae Halimeda,573,,2,,
V,3,Porites rus,592,,19,,
V,3,Macroalgae Halimeda,602,,10,,
V,3,Carbonate,612,,10,,
V,3,Porites rus,635,,23,,
V,3,Macroalgae Halimeda,641,,6,,
V,3,Porites rus,652,,11,,
V,3,Macroalgae Halimeda,663,,11,,
V,3,Porites rus,665,,2,,
V,3,Carbonate,675,,10,,
V,3,Macroalgae Halimeda,693,,18,,
V,3,Porites rus,695,,2,,
V,3,Carbonate,705,,10,,
V,3,Macroalgae Halimeda,725,,20,,
V,3,Porites rus,735,,10,,
V,3,Fungia,743,,8,,
V,3,Porites rus,759,,16,,
V,3,Fungia,762,,3,,
V,3,Porites rus,774,,12,,
V,3,Porites cylindrica,795,,21,,
V,3,Macroalgae Halimeda,812,,17,,
V,3,Porites cylindrica,851,,39,,
V,3,Macroalgae Halimeda,855,,4,,
V,3,Porites cylindrica,864,,9,,
V,3,Carbonate,882,,18,,
V,3,Porites rus,891,,9,,
V,3,Carbonate,910,,19,,
V,3,Porites rus,963,,53,,
V,3,Carbonate,1000,,37,,
V,4,Porites cylindrica,41,8.6,41,,
V,4,Macroalgae Halimeda,52,,11,,
V,4,Porites cylindrica,73,,21,,
V,4,Porites rus,82,,9,,
V,4,Porites cylindrica,103,,21,,
V,4,Porites rus,105,,2,,
V,4,Porites cylindrica,115,,10,,
V,4,Porites rus,127,,12,,
V,4,Porites cylindrica,132,,5,,
V,4,Porites rus,175,,43,,
V,4,Porites rus,180,,5,,
V,4,Macroalgae Halimeda,185,,5,,
V,4,Porites rus,210,,25,,
V,4,Macroalgae Halimeda,215,,5,,
V,4,Porites rus,241,,26,,
V,4,Macroalgae Codium,252,,11,,
V,4,Porites rus,265,,13,,
V,4,Macroalgae Halimeda,271,,6,,
V,4,Porites rus,274,,3,,
V,4,Carbonate,295,,21,,
V,4,Porites rus,305,,10,,
V,4,Carbonate,320,,15,,
V,4,Fungia,325,,5,,
V,4,Fungia,325,,0,,
V,4,Macroalgae Halimeda,337,,12,,
V,4,Porites rus,372,,35,,
V,4,Macroalgae Halimeda,376,,4,,
V,4,Porites rus,385,,9,,
V,4,Macroalgae Halimeda,395,,10,,
V,4,Porites rus,403,,8,,
V,4,Sponge,410,,7,,
V,4,Macroalgae Halimeda,420,,10,,
V,4,Carbonate,425,,5,,
V,4,Porites rus,440,,15,,
V,4,Carbonate,445,,5,,
V,4,Porites rus,485,,40,,
V,4,Porites cylindrica,512,,27,,
V,4,Porites rus,542,,30,,
V,4,Carbonate,551,,9,,
V,4,Porites cylindrica,558,,7,,
V,4,Porites rus,573,,15,,
V,4,Macroalgae Codium,580,,7,,
V,4,Porites cylindrica,642,,62,,
V,4,Porites rus,647,,5,,
V,4,Porites cylindrica,755,,108,,
V,4,Macroalgae Codium,760,,5,,
V,4,Porites rus,762,,2,,
V,4,Macroalgae Codium,770,,8,,
V,4,Porites rus,785,,15,,
V,4,Porites rus,801,,16,,
V,4,Porites cylindrica,805,,4,,
V,4,Porites rus,821,,16,,
V,4,Macroalgae Codium,830,,9,,
V,4,Porites cylindrica,861,,31,,
V,4,Porites rus,869,,8,,
V,4,Porites cylindrica,885,,16,,
V,4,Porites rus,921,,36,,
V,4,Porites cylindrica,948,,27,,
V,4,Rubble,962,,14,,
V,4,Porites cylindrica,1000,7.6,38,,
V,5,Porites cylindrica,29,,29,,
V,5,Carbonate,66,,37,,
V,5,Porites cylindrica,79,,13,,
V,5,Carbonate,92,,13,,
V,5,Porites cylindrica,145,,53,,
V,5,Carbonate,175,,30,,
V,5,Macroalgae Halimeda,178,,3,,
V,5,Porites rus,183,,5,,
V,5,Porites cylindrica,192,,9,,
V,5,Porites rus,205,,13,,
V,5,Carbonate,210,,5,,
V,5,Porites lobata,235,,25,,
V,5,Carbonate,250,,15,,
V,5,Porites cylindrica,265,,15,,
V,5,Porites lobata,312,,47,,
V,5,Pavona varians,321,,9,,
V,5,Porites lobata,330,,9,,
V,5,Carbonate,335,,5,,
V,5,Pectinia lactuca,341,,6,,
V,5,Porites cylindrica,345,,4,,
V,5,Porites lobata,382,,37,,
V,5,Macroalgae Halimeda,390,,8,,
V,5,Porites cylindrica,410,,20,,
V,5,Porites rus,430,,20,,
V,5,Porites cylindrica,440,,10,,
V,5,Porites rus,445,,5,,
V,5,Carbonate,452,,7,,
V,5,Porites rus,454,,2,,
V,5,Carbonate,475,,21,,
V,5,Porites cylindrica,485,,10,,
V,5,Carbonate,520,,35,,
V,5,Porites cylindrica,525,,5,,
V,5,Carbonate,575,,50,,
V,5,Porites cylindrica,585,,10,,
V,5,Carbonate,595,,10,,
V,5,Porites cylindrica,596,,1,,
V,5,Carbonate,614,,18,,
V,5,Porites cylindrica,630,,16,,
V,5,Porites rus,652,,22,,
V,5,Porites cylindrica,675,,23,,
V,5,Porites rus,681,,6,,
V,5,Carbonate,692,,11,,
V,5,Porites lobata,701,,9,,
V,5,Carbonate,704,,3,,
V,5,Porites cylindrica,772,,68,,
V,5,Carbonate,789,,17,,
V,5,Porites cylindrica,847,,58,,
V,5,Carbonate,852,,5,,
V,5,Porites rus,871,,19,,
V,5,Macroalgae Halimeda,883,,12,,
V,5,Carbonate,892,,9,,
V,5,Porites cylindrica,902,,10,,
V,5,Carbonate,915,,13,,
V,5,Porites cylindrica,921,,6,,
V,5,Carbonate,935,,14,,
V,5,Macroalgae Halimeda,942,,7,,
V,5,Carbonate,945,,3,,
V,5,Porites cylindrica,947,,2,,
V,5,Carbonate,955,,8,,
V,5,Macroalgae Halimeda,960,,5,,
V,5,Porites cylindrica,975,,15,,
V,5,Porites rus,1000,,25,,
V,6,Porites rus,104,7.5,104,,
V,6,Porites cylindrica,115,,11,,
V,6,Porites rus,125,,10,,
V,6,Porites cylindrica,163,,38,,
V,6,Porites rus,298,,135,,
V,6,Porites cylindrica,320,,22,,
V,6,Porites rus,361,,41,,
V,6,Porites cylindrica,412,,51,,
V,6,Porites rus,421,,9,,
V,6,Porites cylindrica,445,,24,,
V,6,Carbonate,450,,5,,
V,6,Porites rus,462,,12,,
V,6,Carbonate,466,,4,,
V,6,Porites rus,472,,6,,
V,6,Carbonate,493,,21,,
V,6,Porites rus,512,,19,,
V,6,Macroalgae Halimeda,521,,9,,
V,6,Porites rus,535,,14,,
V,6,Macroalgae Red Amphiroa,539,,4,,
V,6,Porites rus,552,,13,,
V,6,Macroalgae Codium,557,,5,,
V,6,Porites cylindrica,570,,13,,
V,6,Porites lobata,585,,15,,
V,6,Porites rus,605,,20,,
V,6,Carbonate,612,,7,,
V,6,Porites rus,653,,41,,
V,6,Porites lobata,675,,22,,
V,6,Carbonate,692,,17,,
V,6,Porites rus,705,,13,,
V,6,Carbonate,712,,7,,
V,6,Porites rus,720,,8,,
V,6,Carbonate,725,,5,,
V,6,Porites rus,775,,50,,
V,6,Macroalgae Halimeda,785,,10,,
V,6,Porites rus,803,,18,,
V,6,Macroalgae Halimeda,806,,3,,
V,6,Porites lobata,821,,15,,
V,6,Carbonate,845,,24,,
V,6,Porites lobata,861,,16,,
V,6,Carbonate,875,,14,,
V,6,Porites lobata,885,,10,,
V,6,Carbonate,895,,10,,
V,6,Macroalgae Halimeda,902,,7,,
V,6,Carbonate,905,,3,,
V,6,Porites rus,914,,9,,
V,6,Porites cylindrica,932,,18,,
V,6,Carbonate,935,,3,,
V,6,Porites cylindrica,949,,14,,
V,6,Porites rus,952,,3,,
V,6,Porites cylindrica,975,,23,,
V,6,Porites rus,1000,,25,,
P,1,Porites cylindrica,11,8.1,11,,
P,1,Porites rus,19,,8,,
P,1,Porites cylindrica,24,,5,,
P,1,Porites rus,65,,41,,
P,1,Porites cylindrica,74,,9,,
P,1,Porites rus,95,,21,,
P,1,Carbonate,122,,27,,
P,1,Porites cylindrica,135,,13,,
P,1,Porites rus,152,,17,,
P,1,Carbonate,170,,18,,
P,1,Porites cylindrica,188,,18,,
P,1,Porites rus,210,,22,,
P,1,Porites cylindrica,225,,15,,
P,1,Carbonate,245,,20,,
P,1,Porites rus,276,,31,,
P,1,Carbonate,297,,21,,
P,1,Porites cylindrica,302,,5,,
P,1,Carbonate,334,,32,,
P,1,Porites rus,352,,18,,
P,1,Porites cylindrica,356,,4,,
P,1,Carbonate,372,,16,,
P,1,Porites rus,394,,22,,
P,1,Macroalgae Dictyota,403,,9,,
P,1,Porites rus,407,,4,,
P,1,Pavona varians,409,,2,,
P,1,Porites rus,435,,26,,
P,1,Carbonate,475,,40,,
P,1,Porites cylindrica,482,,7,,
P,1,Padina,489,,7,,
P,1,Carbonate,492,,3,,
P,1,Porites cylindrica,495,,3,,
P,1,Porites lobata,504,,9,,
P,1,Porites cylindrica,607,,103,,
P,1,Porites rus,612,,5,,
P,1,Porites cylindrica,752,,140,,
P,1,Porites rus,755,,3,,
P,1,Carbonate,763,,8,,
P,1,Porites rus,785,,22,,
P,1,Macroalgae Halimeda,792,,7,,
P,1,Porites rus,795,,3,,
P,1,Porites cylindrica,831,,36,,
P,1,Carbonate,835,,4,,
P,1,Porites cylindrica,841,,6,,
P,1,Carbonate,855,,14,,
P,1,Porites cylindrica,862,,7,,
P,1,Carbonate,901,,39,,
P,1,Fungia,905,,4,,
P,1,Carbonate,921,,16,,
P,1,Porites cylindrica,935,,14,,
P,1,Sponge,937,,2,,
P,1,Porites lobata,945,,8,,
P,1,Sponge,952,,7,,
P,1,Porites lobata,958,,6,,
P,1,Carbonate,1000,,42,,
P,2,Carbonate,110,6.2,110,,
P,2,Porites lobata,112,,2,,
P,2,Carbonate,192,,80,,
P,2,Porites rus,215,,23,,
P,2,Carbonate,235,,20,,
P,2,Porites rus,267,,32,,
P,2,Carbonate,272,,5,,
P,2,Porites cylindrica,290,,18,,
P,2,Millepora tenella,293,,3,,
P,2,Porites cylindrica,321,,28,,
P,2,Carbonate,350,,29,,
P,2,Porites lobata,371,,21,,
P,2,Padina,385,,14,,
P,2,Pachyseris rugosa,404,,19,,
P,2,Porites cylindrica,425,,21,,
P,2,Pachyseris rugosa,445,,20,,
P,2,Carbonate,449,,4,,
P,2,Porites cylindrica,460,,11,,
P,2,Carbonate,521,,61,,
P,2,Porites cylindrica,605,,84,,
P,2,Porites rus,622,,17,,
P,2,Porites cylindrica,631,,9,,
P,2,Porites rus,682,,51,,
P,2,Carbonate,725,,43,,
P,2,Porites rus,741,,16,,
P,2,Carbonate,752,,11,,
P,2,Porites rus,755,,3,,
P,2,Carbonate,771,,16,,
P,2,Porites cylindrica,902,,131,,
P,2,Macroalgae Red Amphiroa,905,,3,,
P,2,Porites rus,931,,26,,
P,2,Carbonate,951,,20,,
P,2,Seriatopora hystrix,970,,19,,
P,2,Porites rus,1000,,30,,
P,3,Porites rus,11,6.4,11,,
P,3,Porites cylindrica,52,,41,,
P,3,Carbonate,84,,32,,
P,3,Porites rus,95,,11,,
P,3,Carbonate,103,,8,,
P,3,Porites rus,105,,2,,
P,3,Porites cylindrica,135,,30,,
P,3,Carbonate,165,,30,,
P,3,Macroalgae Halimeda,203,,38,,
P,3,Porites rus,225,,22,,
P,3,Carbonate,294,,69,,
P,3,Porites cylindrica,310,,16,,
P,3,Padina,325,,15,,
P,3,Porites rus,330,,5,,
P,3,Porites cylindrica,397,,67,,
P,3,Porites rus,403,,6,,
P,3,Porites cylindrica,415,,12,,
P,3,Porites rus,422,,7,,
P,3,Porites cylindrica,452,,30,,
P,3,Porites rus,465,,13,,
P,3,Carbonate,497,,32,,
P,3,Porites cylindrica,505,,8,,
P,3,Carbonate,527,,22,,
P,3,Porites rus,535,,8,,
P,3,Carbonate,545,,10,,
P,3,Porites cylindrica,562,,17,,
P,3,Porites rus,571,,9,,
P,3,Carbonate,595,,24,,
P,3,Porites rus,610,,15,,
P,3,Porites cylindrica,625,,15,,
P,3,Porites rus,675,,50,,
P,3,Carbonate,685,,10,,
P,3,Acropora latistella,720,,35,,
P,3,Porites cylindrica,728,,8,,
P,3,Acropora cerealis,745,,17,,
P,3,Acropora latistella,756,,11,,
P,3,Porites cylindrica,765,,9,,
P,3,Porites rus,774,,9,,
P,3,Porites cylindrica,834,,60,,
P,3,Carbonate,865,,31,,
P,3,Porites rus,912,,47,,
P,3,Porites cylindrica,951,,39,,
P,3,Porites rus,1000,,49,,
P,4,Pachyseris rugosa,42,6.8,42,,
P,4,Carbonate,122,,80,,
P,4,Porites rus,125,,3,,
P,4,Porites cylindrica,132,,7,,
P,4,Carbonate,234,,102,,
P,4,Porites cylindrica,294,,60,,
P,4,Carbonate,341,,47,,
P,4,Macroalgae Halimeda,343,,2,,
P,4,Porites cylindrica,351,,8,,
P,4,Carbonate,361,,10,,
P,4,Porites rus,384,,23,,
P,4,Carbonate,410,,26,,
P,4,Porites rus,415,,5,,
P,4,Porites rus,419,,4,,
P,4,Porites lobata,435,,16,,
P,4,Porites cylindrica,462,,27,,
P,4,Porites rus,465,,3,,
P,4,Porites cylindrica,490,,25,,
P,4,Macroalgae Red Amphiroa,492,,2,,
P,4,Porites rus,499,,7,,
P,4,Carbonate,503,,4,,
P,4,Porites rus,535,,32,,
P,4,Carbonate,539,,4,,
P,4,Porites rus,563,,24,,
P,4,Porites cylindrica,603,,40,,
P,4,Porites rus,605,,2,,
P,4,Porites cylindrica,645,,40,,
P,4,Carbonate,665,,20,,
P,4,Porites rus,695,,30,,
P,4,Carbonate,785,,90,,
P,4,Porites cylindrica,791,,6,,
P,4,Carbonate,815,,24,,
P,4,Porites rus,824,,9,,
P,4,Carbonate,842,,18,,
P,4,Porites rus,884,,42,,
P,4,Carbonate,887,,3,,
P,4,Porites rus,935,,48,,
P,4,Carbonate,942,,7,,
P,4,Porites rus,987,,45,,
P,4,Sand and rubble,1000,,13,,
P,5,Porites rus,102,6.9,102,,
P,5,Carbonate,114,,12,,
P,5,Porites cylindrica,184,,70,,
P,5,Porites rus,244,,60,,
P,5,Porites lobata,262,,18,,
P,5,Carbonate,291,,29,,
P,5,Porites rus,315,,24,,
P,5,Carbonate,319,,4,,
P,5,Porites cylindrica,502,,183,,
P,5,Porites rus,512,,10,,
P,5,Carbonate,518,,6,,
P,5,Porites cylindrica,520,,2,,
P,5,Carbonate,575,,55,,
P,5,Porites cylindrica,621,,46,,
P,5,Porites rus,876,,255,,
P,5,Carbonate,902,,26,,
P,5,Porites rus,1000,,98,,
P,6,Porites rus,22,7,22,,
P,6,Carbonate,26,,4,,
P,6,Porites rus,39,,13,,
P,6,Carbonate,89,,50,,
P,6,Porites rus,107,,18,,
P,6,Carbonate,110,,3,,
P,6,Porites lobata,128,,18,,
P,6,Sponge,152,,24,,
P,6,Porites rus,253,,101,,
P,6,Sand and rubble,260,,7,,
P,6,Porites rus,294,,34,,
P,6,Carbonate,305,,11,,
P,6,Porites rus,462,,157,,
P,6,Porites cylindrica,475,,13,,
P,6,Carbonate,483,,8,,
P,6,Porites cylindrica,492,,9,,
P,6,Porites rus,502,,10,,
P,6,Porites cylindrica,515,,13,,
P,6,Porites rus,632,,117,,
P,6,Macroalgae Halimeda,635,,3,,
P,6,Porites rus,665,,30,,
P,6,Carbonate,682,,17,,
P,6,Porites rus,844,,162,,
P,6,Porites cylindrica,863,,19,,
P,6,Porites rus,887,,24,,
P,6,Porites cylindrica,912,,25,,
P,6,Rubble,941,,29,,
P,6,Porites cylindrica,945,,4,,
P,6,Rubble,955,,10,,
P,6,Porites cylindrica,985,,30,,
P,6,Rubble,1000,,15,,
E,1,Acropora hyacinthus,23,9.8,23,,
E,1,Coralline algae,39,,16,,
E,1,Acropora hyacinthus,52,,13,,
E,1,Coralline algae,103,,51,,
E,1,Goniastea retiformis,105,,2,,
E,1,Coralline algae,141,,36,,
E,1,Carbonate,205,,64,,
E,1,Acropora robusta,243,,38,,
E,1,Carbonate,260,,17,,
E,1,Acropora hyacinthus,265,,5,,
E,1,Macroalgae Halimeda,304,,39,,
E,1,Coralline algae,335,,31,,
E,1,Galaxea fascicularis,341,,6,,
E,1,Macroalgae Halimeda,347,,6,,
E,1,Carbonate,370,,23,,
E,1,Coralline algae,385,,15,,
E,1,Acropora hyacinthus,387,,2,,
E,1,Carbonate,415,,28,,
E,1,Acropora samoensis,432,,17,,
E,1,Acropora nasuta,455,,23,,
E,1,Coralline algae,471,,16,,
E,1,Carbonate,502,,31,,
E,1,Pavona varians,521,,19,,
E,1,Carbonate,541,,20,,
E,1,Pavona varians,549,,8,,
E,1,Macroalgae Halimeda,552,,3,,
E,1,Pavona varians,555,,3,,
E,1,Coralline algae,565,,10,,
E,1,Goniastea retiformis,591,,26,,
E,1,Coralline algae,625,,34,,
E,1,Macroalgae Halimeda,629,,4,,
E,1,Coralline algae,652,,23,,
E,1,encrusting Sponge,661,,9,,
E,1,Acropora nasuta,670,,9,,
E,1,Coralline algae,675,,5,,
E,1,Goniastea retiformis,682,,7,,
E,1,Coralline algae,691,,9,,
E,1,Carbonate,695,,4,,
E,1,Porites vaughani,701,,6,,
E,1,Carbonate,712,,11,,
E,1,Coralline algae,743,,31,,
E,1,Macroalgae Halimeda,765,,22,,
E,1,Montipora encrusting,785,,20,,
E,1,Acropora hyacinthus,795,,10,,
E,1,Acropora digitifera,805,,10,,
E,1,Goniastea retiformis,815,,10,,
E,1,Coralline algae,824,,9,,
E,1,Macroalgae Halimeda,835,,11,,
E,1,Coralline algae,845,,10,,
E,1,Acropora hyacinthus,872,,27,,
E,1,Acropora microclados,901,,29,,
E,1,Acropora hyacinthus,905,,4,,
E,1,Coralline algae,962,,57,,
E,1,Acropora hyacinthus,1000,,38,,
E,2,Acropora nasuta,11,9.9,11,,
E,2,Coralline algae,22,,11,,
E,2,Acropora nasuta,38,,16,,
E,2,Coralline algae,68,,30,,
E,2,Acropora hyacinthus,92,,24,,
E,2,Coralline algae,98,,6,,
E,2,Acropora digitifera,122,,24,,
E,2,Coralline algae,151,,29,,
E,2,Goniastea retiformis,155,,4,,
E,2,Coralline algae,178,,23,,
E,2,Acropora hyacinthus,255,,77,,
E,2,Acropora hyacinthus,294,,39,,
E,2,Coralline algae,305,,11,,
E,2,Acropora hyacinthus,340,,35,,
E,2,Acropora hyacinthus,365,,25,,
E,2,Acropora nasuta,402,,37,,
E,2,Coralline algae,410,,8,,
E,2,Carbonate,445,,35,,
E,2,Acropora hyacinthus,451,,6,,
E,2,Macroalgae Halimeda,472,,21,,
E,2,Acropora hyacinthus,490,,18,,
E,2,Acropora hyacinthus,555,,65,,
E,2,Carbonate,592,,37,,
E,2,Coralline algae,605,,13,,
E,2,Acropora robusta,619,,14,,
E,2,Carbonate,620,,1,,
E,2,Montipora encrusting,625,,5,,
E,2,Coralline algae,650,,25,,
E,2,Goniastea retiformis,654,,4,,
E,2,Carbonate,675,,21,,
E,2,Acropora nasuta,685,,10,,
E,2,Carbonate,695,,10,,
E,2,Acropora robusta,703,,8,,
E,2,Acropora hyacinthus,749,,46,,
E,2,Macroalgae Chlorodesmis,758,,9,,
E,2,Acropora nasuta,762,,4,,
E,2,Acropora hyacinthus,795,,33,,
E,2,Coralline algae,812,,17,,
E,2,Macroalgae Halimeda,834,,22,,
E,2,encrusting Sponge,854,,20,,
E,2,Carbonate,885,,31,,
E,2,Coralline algae,902,,17,,
E,2,Carbonate,952,,50,,
E,2,Acropora hyacinthus,982,,30,,
E,2,Acropora hyacinthus,1000,,18,,
E,3,Coralline algae,54,9.2,54,,
E,3,Macroalgae Halimeda,57,,3,,
E,3,Coralline algae,142,,85,,
E,3,Acropora robusta,145,,3,,
E,3,Carbonate,223,,78,,
E,3,Acropora hyacinthus,254,,31,,
E,3,Dead Acropora,301,,47,,
E,3,Acropora hyacinthus,335,,34,,
E,3,Coralline algae Lithothamnion,341,,6,,
E,3,Porites lobata,352,,11,,
E,3,Acropora robusta,365,,13,,
E,3,Coralline algae,372,,7,,
E,3,Acropora nasuta,391,,19,,
E,3,Coralline algae,418,,27,,
E,3,Acropora hyacinthus,435,,17,,
E,3,Coralline algae,439,,4,,
E,3,Acropora hyacinthus,445,,6,,
E,3,Montipora encrusting,448,,3,,
E,3,Acropora digitifera,460,,12,,
E,3,Acropora hyacinthus,491,,31,,
E,3,Acropora secale,521,,30,,
E,3,Acropora digitifera,532,,11,,
E,3,Porites annae,535,,3,,
E,3,Carbonate,550,,15,,
E,3,Coralline algae Lithothamnion,563,,13,,
E,3,Acropora secale,581,,18,,
E,3,Carbonate,604,,23,,
E,3,Montipora encrusting,625,,21,,
E,3,Acropora hyacinthus,652,,27,,
E,3,Coralline algae,671,,19,,
E,3,Carbonate,675,,4,,
E,3,Acropora robusta,695,,20,,
E,3,Acropora secale,725,,30,,
E,3,Coralline algae,750,,25,,
E,3,Acropora hyacinthus,758,,8,,
E,3,Coralline algae,770,,12,,
E,3,Acropora hyacinthus,792,,22,,
E,3,Carbonate,825,,33,,
E,3,Acropora nasuta,850,,25,,
E,3,Carbonate,862,,12,,
E,3,Acropora polystoma,875,,13,,
E,3,Coralline algae,892,,17,,
E,3,Sand and rubble,910,,18,,
E,3,Acropora robusta,935,,25,,
E,3,Goniastea retiformis,947,,12,,
E,3,Acropora hyacinthus,982,,35,,
E,3,Carbonate,990,,8,,
E,3,Acropora hyacinthus,1000,,10,,
E,4,Coralline algae,31,9.3,31,1,
E,4,Acropora nasuta,35,,4,,
E,4,Coralline algae,51,,16,,
E,4,Porites vaughani,53,,2,,
E,4,Coralline algae,85,,32,,
E,4,Acropora robusta,94,,9,,
E,4,Coralline algae,103,,9,,
E,4,Acropora nasuta,124,,21,,
E,4,Coralline algae,130,,6,,
E,4,Acropora robusta,144,,14,,
E,4,Coralline algae,150,,6,,
E,4,Acropora polystoma,165,,15,,
E,4,Carbonate,182,,17,,
E,4,Acropora secale,195,,13,,
E,4,Coralline algae,215,,20,,
E,4,Acropora nasuta,223,,8,,
E,4,Coralline algae,225,,2,,
E,4,Acropora digitifera,250,,25,,
E,4,Coralline algae,282,,32,,
E,4,Acropora digitifera,295,,13,,
E,4,Galaxea fascicularis,300,,5,,
E,4,Acropora digitifera,307,,7,,
E,4,Coralline algae,352,,45,,
E,4,Montipora encrusting,365,,13,,
E,4,Coralline algae,387,,22,,
E,4,Acropora nasuta,397,,10,,
E,4,Carbonate,410,,13,,
E,4,Acropora nasuta,417,,7,,
E,4,Macroalgae Halimeda,435,,18,,
E,4,Acropora hyacinthus,442,,7,,
E,4,Coralline algae,451,,9,,
E,4,Acropora secale,478,,27,,
E,4,Coralline algae,495,,17,,
E,4,Carbonate,502,,7,,
E,4,Acropora hyacinthus,517,,15,,
E,4,Macroalgae Halimeda,525,,8,,
E,4,Carbonate,530,,5,,
E,4,Acropora hyacinthus,545,,15,,
E,4,Acropora hyacinthus,564,,19,,
E,4,Coralline algae,568,,4,,
E,4,Acropora nasuta,595,,27,,
E,4,Coralline algae,615,,20,,
E,4,Porites annae,621,,6,,
E,4,Acropora nasuta,635,,14,,
E,4,Acropora hyacinthus,652,,17,,
E,4,Acropora digitifera,655,,3,,
E,4,Acropora polystoma,665,,10,,
E,4,Coralline algae,677,,12,,
E,4,Acropora hyacinthus,708,,31,,
E,4,Coralline algae,712,,4,,
E,4,Acropora robusta,725,,13,,
E,4,Acropora robusta,745,,20,,
E,4,Acropora microclados,765,,20,,
E,4,Acropora hyacinthus,805,,40,,
E,4,Macroalgae Halimeda,822,,17,,
E,4,Carbonate,864,,42,,
E,4,Acropora hyacinthus,885,,21,,
E,4,Montipora encrusting,915,,30,,
E,4,Carbonate,921,,6,,
E,4,Porites annae,935,,14,,
E,4,Carbonate,951,,16,,
E,4,Goniastea retiformis,957,,6,,
E,4,Galaxea fascicularis,965,,8,,
E,4,Coralline algae,985,,20,,
E,4,Acropora hyacinthus,1000,,15,,
E,5,Coralline algae,48,9.5,48,,
E,5,Goniastea retiformis,52,,4,,
E,5,Coralline algae,65,,13,,
E,5,Acropora robusta,74,,9,,
E,5,Coralline algae,97,,23,,
E,5,Galaxea fascicularis,105,,8,,
E,5,Coralline algae,125,,20,,
E,5,Porites vaughani,129,,4,,
E,5,Coralline algae,145,,16,,
E,5,Acropora nasuta,152,,7,,
E,5,Coralline algae,205,,53,,
E,5,Coscinaraea,208,,3,,
E,5,Coralline algae,211,,3,,
E,5,Acropora hyacinthus,252,,41,,
E,5,Coralline algae,282,,30,,
E,5,Acropora robusta,287,,5,,
E,5,Coralline algae,305,,18,,
E,5,Porites annae,315,,10,,
E,5,Carbonate,350,,35,,
E,5,Pocillopora eydouxi,365,,15,,
E,5,Coralline algae Lithothamnion,372,,7,,
E,5,Coralline algae,415,,43,,
E,5,Montipora encrusting,421,,6,,
E,5,Coralline algae,435,,14,,
E,5,Acropora hyacinthus,444,,9,,
E,5,Coralline algae,485,,41,,
E,5,Macroalgae Halimeda,502,,17,,
E,5,Coralline algae,528,,26,,
E,5,Goniastea retiformis,532,,4,,
E,5,Coralline algae,540,,8,,
E,5,Porites annae,545,,5,,
E,5,Coralline algae,584,,39,,
E,5,Macroalgae Halimeda,591,,7,,
E,5,Coralline algae,631,,40,,
E,5,Acropora robusta,642,,11,,
E,5,Coralline algae,655,,13,,
E,5,Galaxea fascicularis,661,,6,,
E,5,Carbonate,727,,66,,
E,5,Acropora hyacinthus,730,,3,,
E,5,Acropora microclados,765,,35,,
E,5,Coralline algae,792,,27,,
E,5,Acropora nasuta,804,,12,,
E,5,Coralline algae,830,,26,,
E,5,Acropora robusta,851,,21,,
E,5,Acropora hyacinthus,865,,14,,
E,5,Coralline algae,870,,5,,
E,5,Acropora hyacinthus,895,,25,,
E,5,Coralline algae,905,,10,,
E,5,Acropora robusta,935,,30,,
E,5,Acropora hyacinthus,974,,39,,
E,5,Carbonate,1000,,26,,
E,6,Macroalgae Halimeda,14,9.2,14,1,
E,6,Acropora donei,51,,37,,
E,6,Acropora polystoma,71,,20,,
E,6,Acropora donei,82,,11,,
E,6,Acropora hyacinthus,135,,53,,
E,6,Acropora hyacinthus,142,,7,,
E,6,Acropora hyacinthus,179,,37,,
E,6,Acropora hyacinthus,192,,13,,
E,6,Coralline algae,201,,9,,
E,6,Acropora secale,220,,19,,
E,6,Carbonate,247,,27,,
E,6,Coralline algae,305,,58,,
E,6,Acropora digitifera,312,,7,,
E,6,Coralline algae,325,,13,,
E,6,Acropora hyacinthus,354,,29,,
E,6,Coralline algae,355,,1,,
E,6,Acropora digitifera,358,,3,,
E,6,Montipora encrusting,385,,27,,
E,6,Coralline algae,391,,6,,
E,6,Carbonate,430,,39,,
E,6,Coralline algae,451,,21,,
E,6,Porites vaughani,455,,4,,
E,6,Coralline algae,461,,6,,
E,6,Acropora nasuta,465,,4,,
E,6,Platygyra sinensis,472,,7,,
E,6,Coralline algae Lithothamnion,495,,23,,
E,6,Acropora hyacinthus,535,,40,,
E,6,Coralline algae,568,,33,,
E,6,Pavona varians,572,,4,,
E,6,Carbonate,591,,19,,
E,6,Echinopora lamellosa,602,,11,,
E,6,Acropora hyacinthus,625,,23,,
E,6,Macroalgae Halimeda,631,,6,,
E,6,Acropora robusta,641,,10,,
E,6,Carbonate,665,,24,,
E,6,Acropora nasuta,672,,7,,
E,6,Acropora hyacinthus,680,,8,,
E,6,Carbonate,701,,21,,
E,6,Acropora hyacinthus,715,,14,,
E,6,Porites annae,718,,3,,
E,6,Coralline algae,725,,7,,
