Site,Transect,Species,cm,rugosity,Diff,COT
I,2,Porites encrusting,341,,16,
I,2,Carbonate,358,,17,
I,2,Montipora encrusting,362,,4,
I,2,Carbonate,375,,13,
I,2,Montipora encrusting,380,,5,
I,2,Carbonate,421,,41,
I,2,Montipora encrusting,425,,4,
I,2,Coralline algae Porolithon,435,,10,
I,2,Carbonate,485,,50,
I,2,Porites lobata,487,,2,
I,2,Porites lichen,532,,45,
I,2,Carbonate,540,,8,
I,2,Montipora encrusting,545,,5,
I,2,Carbonate,602,,57,
I,2,Montipora encrusting,615,,13,
I,2,Carbonate,641,,26,
I,2,Porites lichen,665,,24,
I,2,Montipora encrusting,683,,18,
I,2,Carbonate,765,,82,
I,2,Montipora encrusting,769,,4,
I,2,Carbonate,802,,33,
I,2,Porites encrusting,803,,1,
I,2,Carbonate,825,,22,
I,2,Porites lichen,854,,29,
I,2,Carbonate,862,,8,
I,2,Montipora encrusting,896,,34,
I,2,Carbonate,897,,1,
I,2,Macroalgae Red,899,,2,
I,2,Carbonate,905,,6,
I,2,Acropora hyacinthus,910,,5,
I,2,Carbonate,925,,15,
I,2,Macroalgae Red,941,,16,
I,2,Carbonate,952,,11,
I,2,Montipora encrusting,963,,11,
I,2,Carbonate,1000,,37,
I,3,Coralline algae Porolithon,2,9.7,2,
I,3,Montipora encrusting,21,,19,
I,3,Carbonate,39,,18,
I,3,Porites lichen,54,,15,
I,3,Carbonate,65,,11,
I,3,Montipora encrusting,92,,27,
I,3,Carbonate,105,,13,
I,3,Galaxea fascicularis,108,,3,
I,3,Montipora encrusting,115,,7,
I,3,Carbonate,122,,7,
I,3,Porites lichen,160,,38,
I,3,Carbonate,185,,25,
I,3,Coralline algae Porolithon,194,,9,
I,3,Carbonate,251,,57,
I,3,Montipora encrusting,265,,14,
I,3,Carbonate,271,,6,
I,3,Platygyra sinensis,275,,4,
I,3,Sponge encrusting,295,,20,
I,3,Carbonate,331,,36,
I,3,Montipora encrusting,342,,11,
I,3,Carbonate,360,,18,
I,3,Montipora encrusting,372,,12,
I,3,Carbonate,374,,2,
I,3,Montipora encrusting,395,,21,
I,3,Carbonate,420,,25,
I,3,Montipora encrusting,425,,5,
I,3,Carbonate,431,,6,
I,3,Pocillopora verrucosa,435,,4,
I,3,Carbonate,440,,5,
I,3,Astrea curta,445,,5,
I,3,Carbonate,455,,10,
I,3,Montipora encrusting,470,,15,
I,3,Carbonate,482,,12,
I,3,Acropora hyacinthus,485,,3,
I,3,Carbonate,505,,20,
I,3,Montipora encrusting,512,,7,
I,3,Carbonate,535,,23,
I,3,Pocillopora verrucosa,543,,8,
I,3,Goniastrea retiformis,547,,4,
I,3,Carbonate,651,,104,
I,3,Leptoria phrygia,655,,4,
I,3,Goniastrea retiformis,665,,10,
I,3,Carbonate,667,,2,
I,3,Montipora encrusting,675,,8,
I,3,Millepora exesa,715,,40,
I,3,Carbonate,795,,80,
I,3,Montipora encrusting,798,,3,
I,3,Carbonate,804,,6,
I,3,Montipora encrusting,835,,31,
I,3,Sponge encrusting,840,,5,
I,3,Leptoria phrygia,847,,7,
I,3,Coralline algae,854,,7,
I,3,Montipora encrusting,855,,1,
I,3,Carbonate,872,,17,
I,3,Montipora encrusting,875,,3,
I,3,Carbonate,903,,28,
I,3,Montipora encrusting,905,,2,
I,3,Carbonate,941,,36,
I,3,Montipora encrusting,950,,9,
I,3,Carbonate,975,,25,
I,3,Montipora encrusting,978,,3,
I,3,Carbonate,1000,,22,
I,4,Montipora encrusting,16,9.3,16,
I,4,Carbonate,52,,36,
I,4,Porites encrusting,71,,19,
I,4,Hydnophora microconus,82,,11,
I,4,Carbonate,121,,39,
I,4,Montipora encrusting,129,,8,
I,4,Montipora encrusting,153,,24,
I,4,Carbonate,162,,9,
I,4,Porites lobata,174,,12,
I,4,Carbonate,335,,161,
I,4,Hydnophora microconus,337,,2,
I,4,Carbonate,392,,55,
I,4,Acropora hyacinthus,405,,13,
I,4,Carbonate,420,,15,
I,4,Montipora encrusting,427,,7,
I,4,Carbonate,431,,4,
I,4,Montipora encrusting,435,,4,
I,4,Carbonate,445,,10,
I,4,Montipora encrusting,455,,10,
I,4,Carbonate,465,,10,
I,4,Coralline algae Porolithon,467,,2,
I,4,Carbonate,495,,28,
I,4,Coralline algae Porolithon,497,,2,
I,4,Carbonate,522,,25,
I,4,Porites lichen,568,,46,
I,4,Carbonate,582,,14,
I,4,Macroalgae Red,591,,9,
I,4,Carbonate,642,,51,
I,4,Montipora encrusting,653,,11,
I,4,Carbonate,671,,18,
I,4,Porites encrusting,674,,3,
I,4,Montipora encrusting,685,,11,
I,4,Carbonate,690,,5,
I,4,Montipora encrusting,705,,15,
I,4,Carbonate,720,,15,
I,4,Montipora encrusting,737,,17,
I,4,Carbonate,762,,25,
I,4,Porites lichen,771,,9,
I,4,Coralline algae,780,,9,
I,4,Porites lichen,785,,5,
I,4,Carbonate,791,,6,
I,4,Porites lichen,795,,4,
I,4,Carbonate,810,,15,
I,4,Coralline algae,853,,43,
I,4,Coralline algae Porolithon,862,,9,
I,4,Montipora encrusting,887,,25,
I,4,Macroalgae Red,901,,14,
I,4,Carbonate,921,,20,
I,4,Macroalgae Red,947,,26,
I,4,Coralline algae Porolithon,962,,15,
I,4,Carbonate,1000,,38,
I,5,Carbonate,39,9.4,39,
I,5,Montipora encrusting,46,,7,
I,5,Coralline algae,49,,3,
I,5,Montipora encrusting,63,,14,
I,5,Coralline algae Porolithon,65,,2,
I,5,Carbonate,89,,24,
I,5,Sponge encrusting,95,,6,
I,5,Carbonate,165,,70,
I,5,Macroalgae Red,202,,37,
I,5,Carbonate,221,,19,
I,5,Porites lichen,229,,8,
I,5,Macroalgae Red,231,,2,
I,5,Montipora encrusting,265,,34,
I,5,Carbonate,273,,8,
I,5,Sponge encrusting,280,,7,
I,5,Carbonate,302,,22,
I,5,Macroalgae Red,335,,33,
I,5,Carbonate,337,,2,
I,5,Porites lichen,342,,5,
I,5,Carbonate,349,,7,
I,5,Porites lichen,365,,16,
I,5,Macroalgae Red,387,,22,
I,5,Coralline algae,395,,8,
I,5,Porites encrusting,397,,2,
I,5,Porites encrusting,431,,34,
I,5,Macroalgae Red,443,,12,
I,5,Carbonate,492,,49,
I,5,Sponge encrusting,496,,4,
I,5,Montipora encrusting,505,,9,
I,5,Carbonate,520,,15,
I,5,Montipora encrusting,525,,5,
I,5,Porites lichen,534,,9,
I,5,Carbonate,561,,27,
I,5,Porites encrusting,588,,27,
I,5,Carbonate,612,,24,
I,5,Porites encrusting,625,,13,
I,5,Sponge encrusting,631,,6,
I,5,Montipora encrusting,635,,4,
I,5,Porites encrusting,665,,30,
I,5,Carbonate,682,,17,
I,5,Porites encrusting,691,,9,
I,5,Carbonate,730,,39,
I,5,Montipora encrusting,741,,11,
I,5,Carbonate,752,,11,
I,5,Montipora encrusting,763,,11,
I,5,Carbonate,782,,19,
I,5,Cyphastrea chalcidicum,785,,3,
I,5,Carbonate,792,,7,
I,5,Cyphastrea chalcidicum,803,,11,
I,5,Carbonate,835,,32,
I,5,Macroalgae Red,845,,10,
I,5,Carbonate,870,,25,
I,5,Dead Pocillopora eydouxi,891,,21,
I,5,Coralline algae Porolithon,905,,14,
I,5,Carbonate,935,,30,
I,5,Sponge encrusting,942,,7,
I,5,Carbonate,952,,10,
I,5,Porites lichen,963,,11,
I,5,Carbonate,985,,22,
I,5,Montipora encrusting,992,,7,
I,5,Carbonate,1000,,8,
I,6,Pocillopora eydouxi,2,9.5,2,
I,6,Macroalgae Red,72,,70,
I,6,Coralline algae Porolithon,75,,3,
I,6,Carbonate,85,,10,
I,6,Macroalgae Red,105,,20,
I,6,Porites encrusting,125,,20,
I,6,Coralline algae Porolithon,143,,18,
I,6,Macroalgae Red,152,,9,
I,6,Carbonate,162,,10,
I,6,Sponge encrusting,167,,5,
I,6,Macroalgae Red,175,,8,
I,6,Carbonate,193,,18,
I,6,Macroalgae Red,228,,35,
I,6,Carbonate,329,,101,
I,6,Coralline algae Porolithon,365,,36,
I,6,Carbonate,385,,20,
I,6,Coralline algae Porolithon,395,,10,
I,6,Carbonate,402,,7,
I,6,Montipora encrusting,405,,3,
I,6,Carbonate,472,,67,
I,6,Macroalgae Red,486,,14,
I,6,Carbonate,503,,17,
I,6,Sponge encrusting,512,,9,
I,6,Montipora encrusting,545,,33,
I,6,Carbonate,565,,20,
I,6,Montipora encrusting,597,,32,
I,6,Carbonate,620,,23,
I,6,Coralline algae Porolithon,627,,7,
I,6,Carbonate,674,,47,
I,6,Macroalgae Red,703,,29,
I,6,Carbonate,731,,28,
I,6,Sponge encrusting,735,,4,
I,6,Carbonate,752,,17,
I,6,Sponge encrusting,771,,19,
I,6,Carbonate,781,,10,
I,6,Montipora encrusting,802,,21,
I,6,Carbonate,837,,35,
I,6,Carbonate,850,,13,
I,6,Sponge encrusting,852,,2,
I,6,Pocillopora verrucosa,855,,3,
I,6,Sponge encrusting,875,,20,
I,6,Carbonate,883,,8,
I,6,Sponge encrusting,895,,12,
I,6,Acropora hyacinthus,902,,7,
I,6,Carbonate,937,,35,
I,6,Platygyra pini,945,,8,
I,6,Macroalgae Red,965,,20,
I,6,Coralline algae,1000,,35,
S,1,Porites rus,165,7.8,165,
S,1,Carbonate,245,,80,
S,1,Porites rus,271,,26,
S,1,Carbonate,282,,11,
S,1,Porites rus,325,,43,
S,1,Halimeda,330,,5,
S,1,Porites rus,443,,113,
S,1,Sponge encrusting,465,,22,
S,1,Sand and Rubble,512,,47,
S,1,Carbonate,528,,16,
S,1,Porites rus,606,,78,
S,1,Silt,615,,9,
S,1,Porites rus,641,,26,
S,1,Carbonate,652,,11,
S,1,Porites rus,765,,113,
S,1,Halimeda,779,,14,
S,1,Porites rus,837,,58,
S,1,Silt,961,,124,
S,1,Porites rus,975,,14,
S,1,Sand and Rubble,1000,,25,
S,2,Porites rus,173,8.8,173,
S,2,Sand and Rubble,210,,37,
S,2,Pocillopora damicornis,215,,5,
S,2,Carbonate,245,,30,
S,2,Porites rus,280,,35,
S,2,Sand and Rubble,410,,130,
S,2,Halimeda,419,,9,
S,2,Sand and Rubble,440,,21,
S,2,Halimeda,485,,45,
S,2,Silt,495,,10,
S,2,Carbonate,505,,10,
S,2,Euphyllia,512,,7,
S,2,Halimeda,521,,9,
S,2,Carbonate,523,,2,
S,2,Pocillopora damicornis,540,,17,
S,2,Halimeda,550,,10,
S,2,Carbonate,570,,20,
S,2,Silt,612,,42,
S,2,Halimeda,642,,30,
S,2,Pocillopora damicornis,648,,6,
S,2,Halimeda,675,,27,
S,2,Carbonate,720,,45,
S,2,Halimeda,823,,103,
S,2,Sand and Rubble,865,,42,
S,2,Halimeda,875,,10,
S,2,Silt,975,,100,
S,2,Pocillopora damicornis,980,,5,
S,2,Halimeda,1000,,20,
S,3,Halimeda,21,8.1,21,
S,3,Carbonate,57,,36,
S,3,Sand and Rubble,71,,14,
S,3,Carbonate,132,,61,
S,3,Macroalgae Caulerpa,134,,2,
S,3,Silt,165,,31,
S,3,Porites rus,175,,10,
S,3,Sand and Rubble,250,,75,
S,3,Carbonate,274,,24,
S,3,Halimeda,302,,28,
S,3,Carbonate,315,,13,
S,3,Porites rus,362,,47,
S,3,Macroalgae Caulerpa,391,,29,
S,3,Silt,415,,24,
S,3,Macroalgae Caulerpa,440,,25,
S,3,Silt,502,,62,
S,3,Halimeda,522,,20,
S,3,Sand and Rubble,552,,30,
S,3,Porites rus,575,,23,
S,3,Halimeda,591,,16,
S,3,Porites rus,634,,43,
S,3,Sand,715,,81,
S,3,Macroalgae Caulerpa,745,,30,
S,3,Sand,811,,66,
S,3,Macroalgae Caulerpa,845,,34,
S,3,Sand,860,,15,
S,3,Halimeda,902,,42,
S,3,Carbonate,925,,23,
S,3,Halimeda,935,,10,
S,3,Sand,1000,,65,
S,4,Halimeda,16,7.4,16,
S,4,Sand,30,,14,
S,4,Halimeda,65,,35,
S,4,Sand,82,,17,
S,4,Halimeda,142,,60,
S,4,Sand,203,,61,
S,4,Carbonate,222,,19,
S,4,Halimeda,362,,140,
S,4,Sand,421,,59,
S,4,Halimeda,473,,52,
S,4,Carbonate,475,,2,
S,4,Acropora cerealis,613,,138,
S,4,Halimeda,615,,2,
S,4,Sand,650,,35,
S,4,Halimeda,790,,140,
S,4,Sand,810,,20,
S,4,Carbonate,851,,41,
S,4,Halimeda,870,,19,
S,4,Sponge encrusting,885,,15,
S,4,Halimeda,942,,57,
S,4,Carbonate,1000,,58,
S,5,Halimeda,12,7.3,12,
S,5,Carbonate,85,,73,
S,5,Sponge,87,,2,
S,5,Carbonate,105,,18,
S,5,Halimeda,112,,7,
S,5,Carbonate,195,,83,
S,5,Halimeda,197,,2,
S,5,Carbonate,229,,32,
S,5,Halimeda,235,,6,
S,5,Carbonate,245,,10,
S,5,Halimeda,456,,211,
S,5,Sand,462,,6,
S,5,Carbonate,480,,18,
S,5,Halimeda,581,,101,
S,5,Carbonate,582,,1,
S,5,Sand,621,,39,
S,5,Carbonate,650,,29,
S,5,Porites lobata,652,,2,
S,5,Halimeda,732,,80,
S,5,Carbonate,760,,28,
S,5,Macroalgae Caulerpa,792,,32,
S,5,Sand,803,,11,
S,5,Halimeda,855,,52,
S,5,Sand,890,,35,
S,5,Halimeda,920,,30,
S,5,Sand,935,,15,
S,5,Halimeda,941,,6,
S,5,Sand,955,,14,
S,5,Halimeda,1000,,45,
S,6,Porites lobata,3,,3,
S,6,Halimeda,45,,42,
S,6,Sand,115,,70,
S,6,Halimeda,344,,229,
S,6,Sand,345,,1,
S,6,Carbonate,371,,26,
S,6,Halimeda,412,,41,
S,6,Porites lobata,420,,8,
S,6,Sand,475,,55,
S,6,Carbonate,503,,28,
S,6,Sponge,512,,9,
S,6,Porites lobata,528,,16,
S,6,Carbonate,541,,13,
S,6,Sponge encrusting,571,,30,
S,6,Porites lobata,614,,43,
S,6,Carbonate,642,,28,
S,6,Sand,665,,23,
S,6,Halimeda,830,,165,
S,6,Sand,845,,15,
S,6,Halimeda,915,,70,
S,6,Sand,951,,36,
S,6,Carbonate,995,,44,
S,6,Pocillopora damicornis,1000,,5,
N,1,Carbonate,8,8.8,8,
N,1,Coralline algae,12,,4,
N,1,Goniastrea retiformis,14,,2,
N,1,Carbonate,25,,11,
N,1,Porites lichen,32,,7,
N,1,Coralline algae,44,,12,
N,1,Carbonate,60,,16,
N,1,Acropora nasuta,65,,5,
N,1,Carbonate,72,,7,
N,1,Favites halicora,81,,9,
N,1,Astrea curta,82,,1,
N,1,Carbonate,103,,21,
N,1,Montipora encrusting,105,,2,
N,1,Pocillopora verrucosa,121,,16,
N,1,Carbonate,135,,14,
N,1,Montipora encrusting,137,,2,
N,1,Carbonate,202,,65,
N,1,Goniastrea retiformis,204,,2,
N,1,Carbonate,207,,3,
N,1,Pocillopora verrucosa,208,,1,
N,1,Carbonate,235,,27,
N,1,Montipora encrusting,292,,57,
N,1,Carbonate,297,,5,
N,1,Montipora encrusting,312,,15,
N,1,Carbonate,350,,38,
N,1,Coralline algae,358,,8,
N,1,Carbonate,362,,4,
N,1,Acropora hyacinthus,367,,5,
N,1,Carbonate,421,,54,
N,1,Montipora encrusting,442,,21,
N,1,Carbonate,471,,29,
N,1,Coralline algae Porolithon,478,,7,
N,1,Montipora encrusting,493,,15,
N,1,Carbonate,502,,9,
N,1,Acropora hyacinthus,505,,3,
N,1,Carbonate,535,,30,
N,1,Montipora encrusting,553,,18,
N,1,Halimeda,561,,8,
N,1,Carbonate,574,,13,
N,1,Coralline algae,593,,19,
N,1,Galaxea fascicularis,602,,9,
N,1,Coralline algae,635,,33,
N,1,Carbonate,641,,6,
N,1,Porites lichen,675,,34,
N,1,Carbonate,773,,98,
N,1,Coralline algae,782,,9,
N,1,Carbonate,871,,89,
N,1,Montipora encrusting,885,,14,
N,1,Carbonate,902,,17,
N,1,Porites lichen,941,,39,
N,1,Carbonate,942,,1,
N,1,Leptoria phrygia,956,,14,
N,1,Carbonate,965,,9,
N,1,Coralline algae,982,,17,
N,1,Acropora hyacinthus,985,,3,
N,1,Carbonate,1000,,15,
N,2,Carbonate,49,9,49,
N,2,Montipora encrusting,55,,6,
N,2,Carbonate,91,,36,
N,2,Turbinaria mesenterina,98,,7,
N,2,Carbonate,122,,24,
N,2,Porites lichen,163,,41,
N,2,Carbonate,195,,32,
N,2,Halimeda,207,,12,
N,2,Carbonate,443,,236,
N,2,Porites encrusting,452,,9,
N,2,Carbonate,471,,19,
N,2,Montipora encrusting,476,,5,
N,2,Carbonate,502,,26,
N,2,Porites rus,505,,3,
N,2,Carbonate,512,,7,
N,2,Goniastrea australensis,515,,3,
N,2,Carbonate,535,,20,
N,2,Montipora encrusting,536,,1,
N,2,Goniastrea australensis,541,,5,
N,2,Montipora encrusting,542,,1,
N,2,Carbonate,553,,11,
N,2,Montipora encrusting,562,,9,
N,2,Coralline algae,572,,10,
N,2,Montipora encrusting,612,,40,
N,2,Carbonate,617,,5,
N,2,Montipora encrusting,648,,31,
N,2,Carbonate,663,,15,
N,2,Montipora encrusting,685,,22,
N,2,Carbonate,725,,40,
N,2,Montipora encrusting,735,,10,
N,2,Carbonate,746,,11,
N,2,Montipora encrusting,772,,26,
N,2,Carbonate,775,,3,
N,2,Montipora encrusting,812,,37,
N,2,Carbonate,843,,31,
N,2,Porites rus,863,,20,
N,2,Carbonate,995,,132,
N,2,Montipora encrusting,1000,,5,
N,3,Carbonate,31,9,31,
N,3,Dipsastraea speciosa,33,,2,
N,3,Carbonate,35,,2,
N,3,Dipsastraea speciosa,36,,1,
N,3,Montipora encrusting,42,,6,
N,3,Carbonate,49,,7,
N,3,Montipora encrusting,52,,3,
N,3,Carbonate,97,,45,
N,3,Montipora encrusting,112,,15,
N,3,Carbonate,127,,15,
N,3,Pocillopora eydouxi,142,,15,
N,3,Carbonate,165,,23,
N,3,Sand and Rubble,225,,60,
N,3,Carbonate,245,,20,
N,3,Montipora encrusting,255,,10,
N,3,Carbonate,275,,20,
N,3,Montipora encrusting,285,,10,
N,3,Carbonate,379,,94,
N,3,Acropora hyacinthus,382,,3,
N,3,Carbonate,417,,35,
N,3,Acropora hyacinthus,428,,11,
N,3,Carbonate,440,,12,
N,3,Acropora divaricata,449,,9,
N,3,Coralline algae,462,,13,
N,3,Acropora divaricata,473,,11,
N,3,Carbonate,475,,2,
N,3,Acropora hyacinthus,478,,3,
N,3,Coralline algae,490,,12,
N,3,Montipora encrusting,510,,20,
N,3,Carbonate,521,,11,
N,3,Montipora encrusting,553,,32,
N,3,Carbonate,612,,59,
N,3,Sand and Rubble,635,,23,
N,3,Carbonate,713,,78,
N,3,Montipora encrusting,753,,40,
N,3,Coralline algae,775,,22,
N,3,Carbonate,792,,17,
N,3,Porites rus,804,,12,
N,3,Carbonate,807,,3,
N,3,Heliopora coerulea,820,,13,
N,3,Carbonate,873,,53,
N,3,Coralline algae,894,,21,
N,3,Carbonate,901,,7,
N,3,Coralline algae Porolithon,912,,11,
N,3,Favites pentagona,935,,23,
N,3,Montipora encrusting,971,,36,
N,3,Carbonate,1000,,29,
N,4,Carbonate,62,8.4,62,
N,4,Goniastrea retiformis,73,,11,
N,4,Carbonate,74,,1,
N,4,Montipora encrusting,124,,50,
N,4,Carbonate,202,,78,
N,4,Acropora hyacinthus,205,,3,
N,4,Carbonate,251,,46,
N,4,Hydnophora microconus,262,,11,
N,4,Coralline algae,285,,23,
N,4,Carbonate,312,,27,
N,4,Acropora hyacinthus,315,,3,
N,4,Carbonate,345,,30,
N,4,Coralline algae,362,,17,
N,4,Carbonate,395,,33,
N,4,Acropora hyacinthus,401,,6,
N,4,Carbonate,423,,22,
N,4,Montipora encrusting,449,,26,
N,4,Carbonate,495,,46,
N,4,Porites lichen,502,,7,
N,4,Coralline algae,517,,15,
N,4,Favites pentagona,520,,3,
N,4,Coralline algae,553,,33,
N,4,Montipora encrusting,562,,9,
N,4,Coralline algae,607,,45,
N,4,Coralline algae Porolithon,615,,8,
N,4,Carbonate,645,,30,
N,4,Montipora encrusting,652,,7,
N,4,Coralline algae,671,,19,
N,4,Millepora exesa,675,,4,
N,4,Carbonate,685,,10,
N,4,Montipora encrusting,712,,27,
N,4,Carbonate,755,,43,
N,4,Coralline algae,778,,23,
N,4,Carbonate,792,,14,
N,4,Pocillopora verrucosa,798,,6,
N,4,Coralline algae,805,,7,
N,4,Carbonate,855,,50,
N,4,Porites lichen,865,,10,
N,4,Coralline algae,875,,10,
N,4,Porites lichen,882,,7,
N,4,Coralline algae,887,,5,
N,4,Porites lichen,892,,5,
N,4,Coralline algae,924,,32,
N,4,Porites lichen,938,,14,
N,4,Carbonate,962,,24,
N,4,Goniastrea retiformis,975,,13,
N,4,Coralline algae,983,,8,
N,4,Pavona varians,993,,10,
N,4,Carbonate,1000,,7,
N,5,Carbonate,23,8.6,23,
N,5,Acropora nasuta,27,,4,
N,5,Carbonate,41,,14,
N,5,Acropora hyacinthus,43,,2,
N,5,Carbonate,105,,62,
N,5,Sand and Rubble,115,,10,
N,5,Carbonate,242,,127,
N,5,Turbinaria reniformis,261,,19,
N,5,Montipora encrusting,293,,32,
N,5,Porites lichen,305,,12,
N,5,Carbonate,312,,7,
N,5,Porites lichen,327,,15,
N,5,Carbonate,371,,44,
N,5,Turbinaria reniformis,385,,14,
N,5,Carbonate,387,,2,
N,5,Montipora encrusting,391,,4,
N,5,Sand and Rubble,406,,15,
N,5,Carbonate,427,,21,
N,5,Hydnophora microconus,433,,6,
N,5,Porites rus,443,,10,
N,5,Carbonate,465,,22,
N,5,Coralline algae,471,,6,
N,5,Pocillopora verrucosa,483,,12,
N,5,Coralline algae,485,,2,
N,5,Carbonate,493,,8,
N,5,Acropora nasuta,496,,3,
N,5,Carbonate,572,,76,
N,5,Montipora encrusting,582,,10,
N,5,Carbonate,652,,70,
N,5,Acropora hyacinthus,656,,4,
N,5,Montipora encrusting,701,,45,
N,5,Carbonate,705,,4,
N,5,Porites lichen,724,,19,
N,5,Carbonate,753,,29,
N,5,Coralline algae,775,,22,
N,5,Carbonate,798,,23,
N,5,Montipora encrusting,812,,14,
N,5,Carbonate,815,,3,
N,5,Montipora encrusting,821,,6,
N,5,Carbonate,825,,4,
N,5,Palythoa,831,,6,
N,5,Carbonate,836,,5,
N,5,Montipora encrusting,848,,12,
N,5,Sand and Rubble,872,,24,
N,5,Porites lobata,884,,12,
N,5,Sand and Rubble,912,,28,
N,5,Carbonate,931,,19,
N,5,Porites lichen,945,,14,
N,5,Carbonate,1000,,55,
N,6,Carbonate,27,8.6,27,
N,6,Montipora encrusting,52,,25,
N,6,Carbonate,55,,3,
N,6,Montipora encrusting,62,,7,
N,6,Carbonate,65,,3,
N,6,Montipora encrusting,72,,7,
N,6,Carbonate,125,,53,
N,6,Sand and Rubble,145,,20,
N,6,Carbonate,243,,98,
N,6,Macroalgae Red,245,,2,
N,6,Coralline algae Porolithon,275,,30,
N,6,Coralline algae,291,,16,
N,6,Montipora encrusting,315,,24,
N,6,Carbonate,321,,6,
N,6,Coralline algae Porolithon,337,,16,
N,6,Montipora encrusting,342,,5,
N,6,Carbonate,351,,9,
N,6,Montipora encrusting,365,,14,
N,6,Carbonate,485,,120,
N,6,Coralline algae,502,,17,
N,6,Montipora encrusting,512,,10,
N,6,Carbonate,517,,5,
N,6,Montipora encrusting,530,,13,
N,6,Coralline algae Porolithon,535,,5,
N,6,Montipora encrusting,558,,23,
N,6,Coralline algae,575,,17,
N,6,Montipora encrusting,584,,9,
N,6,Carbonate,612,,28,
N,6,Goniastrea retiformis,622,,10,
N,6,Carbonate,635,,13,
N,6,Coralline algae,645,,10,
N,6,Carbonate,652,,7,
N,6,Montipora encrusting,665,,13,
N,6,Carbonate,683,,18,
N,6,Montipora encrusting,725,,42,
N,6,Carbonate,732,,7,
N,6,Coralline algae,737,,5,
N,6,Porites lichen,742,,5,
N,6,Carbonate,775,,33,
N,6,Pocillopora eydouxi,776,,1,
N,6,Carbonate,806,,30,
N,6,Porites lichen,830,,24,
N,6,Goniastrea retiformis,840,,10,
N,6,Coralline algae,855,,15,
N,6,Carbonate,887,,32,
N,6,Coralline algae,912,,25,
N,6,Favites pentagona,921,,9,
N,6,Coralline algae,932,,11,
N,6,Montipora encrusting,945,,13,
N,6,Coralline algae,993,,48,
N,6,Favites pentagona,995,,2,
N,6,Coralline algae,1000,,5,
D,1,Halimeda,18,8.5,18,
D,1,Coralline algae,52,,34,
D,1,Goniastrea retiformis,61,,9,
D,1,Carbonate,82,,21,
D,1,Galaxea fascicularis,84,,2,
D,1,Favites halicora,95,,11,
D,1,Carbonate,102,,7,
D,1,Porites lichen,122,,20,
D,1,Coralline algae,130,,8,
D,1,Montipora encrusting,141,,11,
D,1,Porites rus,165,,24,
D,1,Psammocora ,168,,3,
D,1,Coralline algae,203,,35,
D,1,Favites abdita,210,,7,
D,1,Carbonate,220,,10,
D,1,Leptoria phrygia,235,,15,
D,1,Montipora encrusting,242,,7,
D,1,Goniastrea retiformis,251,,9,
D,1,Carbonate,262,,11,
D,1,Montipora encrusting,282,,20,
D,1,Coralline algae,292,,10,
D,1,Goniastrea retiformis,303,,11,
D,1,Coralline algae,341,,38,
D,1,Carbonate,365,,24,
D,1,Goniastrea retiformis,372,,7,
D,1,Coralline algae,391,,19,
D,1,Leptoria phrygia,407,,16,
D,1,Carbonate,413,,6,
D,1,Montipora encrusting,436,,23,
D,1,Carbonate,452,,16,
D,1,Montipora encrusting,476,,24,
D,1,Goniastrea retiformis,481,,5,
D,1,Sponge encrusting,505,,24,
D,1,Carbonate,527,,22,
D,1,Galaxea fascicularis,541,,14,
D,1,Montipora encrusting,545,,4,
D,1,Goniastrea retiformis,550,,5,
D,1,Montipora encrusting,560,,10,
D,1,Coralline algae Porolithon,567,,7,
D,1,Montipora encrusting,573,,6,
D,1,Coralline algae Porolithon,593,,20,
D,1,Carbonate,605,,12,
D,1,Favites pentagona,611,,6,
D,1,Carbonate,620,,9,
D,1,Leptoria phrygia,631,,11,
D,1,Sponge,643,,12,
D,1,Carbonate,645,,2,
D,1,Leptoria phrygia,651,,6,
D,1,Heliopora coerulea,655,,4,
D,1,Porites rus,667,,12,
D,1,Carbonate,683,,16,
D,1,Montipora encrusting,698,,15,
D,1,Carbonate,702,,4,
D,1,Coralline algae Porolithon,715,,13,
D,1,Galaxea fascicularis,725,,10,
D,1,Dead Acropora,793,,68,
D,1,Porites lichen,802,,9,
D,1,Carbonate,821,,19,
D,1,Coralline algae,831,,10,
D,1,Leptoria phrygia,843,,12,
D,1,Montipora encrusting,875,,32,
D,1,Porites rus,892,,17,
D,1,Carbonate,915,,23,
D,1,Porites rus,921,,6,
D,1,Carbonate,962,,41,
D,1,Leptoria phrygia,965,,3,
D,1,Dead Acropora,1000,,35,
D,2,Coralline algae,28,8.4,28,
D,2,Montipora encrusting,45,,17,
D,2,Carbonate,62,,17,
D,2,Porites lichen,91,,29,
D,2,Coralline algae,95,,4,
D,2,Dead Acropora,137,,42,
D,2,Coralline algae Porolithon,147,,10,
D,2,Dead Acropora,225,,78,
D,2,Montipora encrusting,255,,30,
D,2,Leptoria phrygia,256,,1,
D,2,Carbonate,287,,31,
D,2,Porites lichen,295,,8,
D,2,Halimeda,301,,6,
D,2,Carbonate,309,,8,
D,2,Halimeda,312,,3,
D,2,Carbonate,321,,9,
D,2,Goniastrea retiformis,325,,4,
D,2,Carbonate,335,,10,
D,2,Montipora encrusting,341,,6,
D,2,Carbonate,402,,61,
D,2,Favites abdita,410,,8,
D,2,Carbonate,415,,5,
D,2,Montipora encrusting,445,,30,
D,2,Carbonate,475,,30,
